,Zip Code,City,County,Income
485,91723,Covina,Los Angeles,58066.65245
486,91724,Covina,Los Angeles,58066.65245
489,91731,El Monte,Los Angeles,36436.54545
490,91732,El Monte,Los Angeles,36436.54545
491,91733,South El Monte,Los Angeles,36436.54545
492,91734,El Monte,Los Angeles,36436.54545
493,91735,El Monte,Los Angeles,36436.54545
496,91740,Glendora,Los Angeles,52622.33577
497,91741,Glendora,Los Angeles,52622.33577
499,91744,La Puente,Los Angeles,59353.805770000006
500,91745,Hacienda Heights,Los Angeles,59348.09662999999
501,91746,La Puente,Los Angeles,59353.805770000006
502,91747,La Puente,Los Angeles,59353.805770000006
503,91748,Rowland Heights,Los Angeles,77718.18792000001
504,91749,La Puente,Los Angeles,59353.805770000006
505,91750,La Verne,Los Angeles,52622.33577
506,91752,Mira Loma,Riverside,
507,91754,Monterey Park,Los Angeles,49029.66862
508,91755,Monterey Park,Los Angeles,49029.66862
509,91756,Monterey Park,Los Angeles,49029.66862
511,91759,Mt Baldy,Los Angeles,
516,91765,Diamond Bar,Los Angeles,77718.18792000001
517,91766,Pomona,Los Angeles,26524.9654
518,91767,Pomona,Los Angeles,26524.9654
519,91768,Pomona,Los Angeles,26524.9654
520,91769,Pomona,Los Angeles,26524.9654
521,91770,Rosemead,Los Angeles,49029.66862
522,91771,Rosemead,Los Angeles,49029.66862
523,91772,Rosemead,Los Angeles,49029.66862
524,91773,San Dimas,Los Angeles,52622.33577
525,91775,San Gabriel,Los Angeles,66607.27387
526,91776,San Gabriel,Los Angeles,66607.27387
527,91778,San Gabriel,Los Angeles,66607.27387
528,91780,Temple City,Los Angeles,66607.27387
532,91788,Walnut,Los Angeles,31092.627739999996
533,91789,Walnut,Los Angeles,31092.627739999996
534,91790,West Covina,Los Angeles,58066.65245
535,91791,West Covina,Los Angeles,58066.65245
536,91792,West Covina,Los Angeles,58066.65245
537,91793,West Covina,Los Angeles,58066.65245
538,91795,Walnut,Los Angeles,31092.627739999996
539,91797,Pomona,Los Angeles,26524.9654
541,91799,Pomona,Los Angeles,26524.9654
542,91801,Alhambra,Los Angeles,45901.35624
543,91802,Alhambra,Los Angeles,45901.35624
544,91803,Alhambra,Los Angeles,45901.35624
545,91804,Alhambra,Los Angeles,45901.35624
546,91841,Alhambra,Los Angeles,45901.35624
547,91896,Alhambra,Los Angeles,45901.35624
548,91899,Alhambra,Los Angeles,45901.35624
549,91901,Alpine,San Diego,56590.21959
550,91902,Bonita,San Diego,
551,91903,Alpine,San Diego,56590.21959
552,91905,Boulevard,San Diego,
553,91906,Campo,San Diego,
554,91908,Bonita,San Diego,
555,91909,Chula Vista,San Diego,18033.86686
556,91910,Chula Vista,San Diego,18033.86686
557,91911,Chula Vista,San Diego,18033.86686
558,91912,Chula Vista,San Diego,18033.86686
559,91913,Chula Vista,San Diego,18033.86686
560,91914,Chula Vista,San Diego,18033.86686
561,91915,Chula Vista,San Diego,18033.86686
562,91916,Descanso,San Diego,
563,91917,Dulzura,San Diego,
564,91921,Chula Vista,San Diego,18033.86686
565,91931,Guatay,San Diego,
566,91932,Imperial Beach,San Diego,
567,91933,Imperial Beach,San Diego,
568,91934,Jacumba,San Diego,
569,91935,Jamul,San Diego,
570,91941,La Mesa,San Diego,51748.296180000005
571,91942,La Mesa,San Diego,51748.296180000005
572,91943,La Mesa,San Diego,51748.296180000005
573,91944,La Mesa,San Diego,51748.296180000005
574,91945,Lemon Grove,San Diego,37913.68421
575,91946,Lemon Grove,San Diego,37913.68421
576,91947,Lincoln Acres,San Diego,
577,91948,Mount Laguna,San Diego,
578,91950,National City,San Diego,18033.86686
579,91951,National City,San Diego,18033.86686
580,91962,Pine Valley,San Diego,
581,91963,Potrero,San Diego,
582,91976,Spring Valley,San Diego,37913.68421
583,91977,Spring Valley,San Diego,37913.68421
584,91978,Spring Valley,San Diego,37913.68421
585,91979,Spring Valley,San Diego,37913.68421
586,91980,Tecate,San Diego,
587,91987,Tecate,San Diego,
588,91990,Potrero,San Diego,
589,92003,Bonsall,San Diego,
590,92004,Borrego Springs,San Diego,
591,92007,Cardiff By The Sea,San Diego,
592,92008,Carlsbad,San Diego,74555.48462999999
593,92009,Carlsbad,San Diego,74555.48462999999
594,92010,Carlsbad,San Diego,74555.48462999999
595,92011,Carlsbad,San Diego,74555.48462999999
596,92013,Carlsbad,San Diego,74555.48462999999
597,92014,Del Mar,San Diego,147595.3476
598,92018,Carlsbad,San Diego,74555.48462999999
599,92019,El Cajon,San Diego,40100.02692
600,92020,El Cajon,San Diego,40100.02692
601,92021,El Cajon,San Diego,40100.02692
602,92022,El Cajon,San Diego,40100.02692
603,92023,Encinitas,San Diego,111987.7181
604,92024,Encinitas,San Diego,111987.7181
605,92025,Escondido,San Diego,51073.522730000004
606,92026,Escondido,San Diego,51073.522730000004
607,92027,Escondido,San Diego,51073.522730000004
608,92028,Fallbrook,San Diego,56590.21959
609,92029,Escondido,San Diego,51073.522730000004
610,92030,Escondido,San Diego,51073.522730000004
611,92033,Escondido,San Diego,51073.522730000004
612,92036,Julian,San Diego,
613,92037,La Jolla,San Diego,
614,92038,La Jolla,San Diego,
615,92039,La Jolla,San Diego,
616,92040,Lakeside,San Diego,63548.203879999994
617,92046,Escondido,San Diego,51073.522730000004
618,92049,Oceanside,San Diego,11165.698390000001
619,92051,Oceanside,San Diego,11165.698390000001
620,92052,Oceanside,San Diego,11165.698390000001
621,92054,Oceanside,San Diego,11165.698390000001
622,92055,Camp Pendleton,San Diego,11165.698390000001
623,92056,Oceanside,San Diego,11165.698390000001
624,92057,Oceanside,San Diego,11165.698390000001
625,92059,Pala,San Diego,
626,92060,Palomar Mountain,San Diego,
627,92061,Pauma Valley,San Diego,
628,92064,Poway,San Diego,94584.05769
629,92065,Ramona,San Diego,63548.203879999994
630,92066,Ranchita,San Diego,
631,92067,Rancho Santa Fe,San Diego,
632,92068,San Luis Rey,San Diego,
633,92069,San Marcos,San Diego,51220.375
634,92070,Santa Ysabel,San Diego,
635,92071,Santee,San Diego,40100.02692
636,92072,Santee,San Diego,40100.02692
637,92074,Poway,San Diego,94584.05769
638,92075,Solana Beach,San Diego,
639,92078,San Marcos,San Diego,51220.375
640,92079,San Marcos,San Diego,51220.375
641,92081,Vista,San Diego,18033.86686
642,92082,Valley Center,San Diego,56590.21959
643,92083,Vista,San Diego,18033.86686
644,92084,Vista,San Diego,18033.86686
645,92085,Vista,San Diego,18033.86686
646,92086,Warner Springs,San Diego,
647,92088,Fallbrook,San Diego,56590.21959
648,92090,El Cajon,San Diego,40100.02692
649,92091,Rancho Santa Fe,San Diego,
650,92092,La Jolla,San Diego,
651,92093,La Jolla,San Diego,
652,92096,San Marcos,San Diego,51220.375
653,92101,San Diego,San Diego,19401.89516
654,92102,San Diego,San Diego,19401.89516
655,92103,San Diego,San Diego,19401.89516
656,92104,San Diego,San Diego,19401.89516
657,92105,San Diego,San Diego,19401.89516
658,92106,San Diego,San Diego,19401.89516
659,92107,San Diego,San Diego,19401.89516
660,92108,San Diego,San Diego,19401.89516
661,92109,San Diego,San Diego,19401.89516
662,92110,San Diego,San Diego,19401.89516
663,92111,San Diego,San Diego,19401.89516
664,92112,San Diego,San Diego,19401.89516
665,92113,San Diego,San Diego,19401.89516
666,92114,San Diego,San Diego,19401.89516
667,92115,San Diego,San Diego,19401.89516
668,92116,San Diego,San Diego,19401.89516
669,92117,San Diego,San Diego,19401.89516
670,92118,Coronado,San Diego,
671,92119,San Diego,San Diego,19401.89516
672,92120,San Diego,San Diego,19401.89516
673,92121,San Diego,San Diego,19401.89516
674,92122,San Diego,San Diego,19401.89516
675,92123,San Diego,San Diego,19401.89516
676,92124,San Diego,San Diego,19401.89516
677,92126,San Diego,San Diego,19401.89516
678,92127,San Diego,San Diego,19401.89516
679,92128,San Diego,San Diego,19401.89516
680,92129,San Diego,San Diego,19401.89516
681,92130,San Diego,San Diego,19401.89516
682,92131,San Diego,San Diego,19401.89516
683,92132,San Diego,San Diego,19401.89516
684,92133,San Diego,San Diego,19401.89516
685,92134,San Diego,San Diego,19401.89516
686,92135,San Diego,San Diego,19401.89516
687,92136,San Diego,San Diego,19401.89516
688,92137,San Diego,San Diego,19401.89516
689,92138,San Diego,San Diego,19401.89516
690,92139,San Diego,San Diego,19401.89516
691,92140,San Diego,San Diego,19401.89516
692,92142,San Diego,San Diego,19401.89516
693,92143,San Ysidro,San Diego,
694,92145,San Diego,San Diego,19401.89516
695,92147,San Diego,San Diego,19401.89516
696,92149,San Diego,San Diego,19401.89516
697,92150,San Diego,San Diego,19401.89516
698,92152,San Diego,San Diego,19401.89516
699,92153,San Diego,San Diego,19401.89516
700,92154,San Diego,San Diego,19401.89516
701,92155,San Diego,San Diego,19401.89516
702,92158,San Diego,San Diego,19401.89516
703,92159,San Diego,San Diego,19401.89516
704,92160,San Diego,San Diego,19401.89516
705,92161,San Diego,San Diego,19401.89516
706,92162,San Diego,San Diego,19401.89516
707,92163,San Diego,San Diego,19401.89516
708,92164,San Diego,San Diego,19401.89516
709,92165,San Diego,San Diego,19401.89516
710,92166,San Diego,San Diego,19401.89516
711,92167,San Diego,San Diego,19401.89516
712,92168,San Diego,San Diego,19401.89516
713,92169,San Diego,San Diego,19401.89516
714,92170,San Diego,San Diego,19401.89516
715,92171,San Diego,San Diego,19401.89516
716,92172,San Diego,San Diego,19401.89516
717,92173,San Ysidro,San Diego,
718,92174,San Diego,San Diego,19401.89516
719,92175,San Diego,San Diego,19401.89516
720,92176,San Diego,San Diego,19401.89516
721,92177,San Diego,San Diego,19401.89516
722,92178,Coronado,San Diego,
723,92179,San Diego,San Diego,19401.89516
724,92182,San Diego,San Diego,19401.89516
725,92184,San Diego,San Diego,19401.89516
726,92186,San Diego,San Diego,19401.89516
727,92187,San Diego,San Diego,19401.89516
728,92190,San Diego,San Diego,19401.89516
729,92191,San Diego,San Diego,19401.89516
730,92192,San Diego,San Diego,19401.89516
731,92193,San Diego,San Diego,19401.89516
732,92194,San Diego,San Diego,19401.89516
733,92195,San Diego,San Diego,19401.89516
734,92196,San Diego,San Diego,19401.89516
735,92197,San Diego,San Diego,19401.89516
736,92198,San Diego,San Diego,19401.89516
737,92199,San Diego,San Diego,19401.89516
738,92201,Indio,Riverside,53669.0
739,92202,Indio,Riverside,53669.0
740,92203,Indio,Riverside,53669.0
741,92210,Indian Wells,Riverside,
742,92211,Palm Desert,Riverside,18348.6839
743,92220,Banning,Riverside,31574.14815
745,92223,Beaumont,Riverside,31574.14815
746,92225,Blythe,Riverside,45385.0
747,92226,Blythe,Riverside,45385.0
749,92230,Cabazon,Riverside,
753,92234,Cathedral City,Riverside,2420.815603
754,92235,Cathedral City,Riverside,2420.815603
755,92236,Coachella,Riverside,34224.0
756,92239,Desert Center,Riverside,
757,92240,Desert Hot Springs,Riverside,18348.6839
758,92241,Desert Hot Springs,Riverside,18348.6839
762,92247,La Quinta,Riverside,18348.6839
763,92248,La Quinta,Riverside,18348.6839
768,92253,La Quinta,Riverside,18348.6839
769,92254,Mecca,Riverside,
770,92255,Palm Desert,Riverside,18348.6839
773,92258,North Palm Springs,Riverside,
775,92260,Palm Desert,Riverside,18348.6839
776,92261,Palm Desert,Riverside,18348.6839
777,92262,Palm Springs,Riverside,2420.815603
778,92263,Palm Springs,Riverside,2420.815603
779,92264,Palm Springs,Riverside,2420.815603
783,92270,Rancho Mirage,Riverside,2420.815603
785,92274,Thermal,Riverside,
787,92276,Thousand Palms,Riverside,
792,92282,White Water,Riverside,
797,92292,Palm Springs,Riverside,2420.815603
813,92320,Calimesa,Riverside,31574.14815
891,92501,Riverside,Riverside,23657.25904
892,92502,Riverside,Riverside,23657.25904
893,92503,Riverside,Riverside,23657.25904
894,92504,Riverside,Riverside,23657.25904
895,92505,Riverside,Riverside,23657.25904
896,92506,Riverside,Riverside,23657.25904
897,92507,Riverside,Riverside,23657.25904
898,92508,Riverside,Riverside,23657.25904
899,92509,Riverside,Riverside,23657.25904
900,92513,Riverside,Riverside,23657.25904
901,92514,Riverside,Riverside,23657.25904
902,92515,Riverside,Riverside,23657.25904
903,92516,Riverside,Riverside,23657.25904
904,92517,Riverside,Riverside,23657.25904
905,92518,March Air Reserve Base,Riverside,
906,92519,Riverside,Riverside,23657.25904
907,92521,Riverside,Riverside,23657.25904
908,92522,Riverside,Riverside,23657.25904
909,92530,Lake Elsinore,Riverside,49857.18062
910,92531,Lake Elsinore,Riverside,49857.18062
911,92532,Lake Elsinore,Riverside,49857.18062
912,92536,Aguanga,Riverside,
913,92539,Anza,Riverside,
914,92543,Hemet,Riverside,27214.093960000002
915,92544,Hemet,Riverside,27214.093960000002
916,92545,Hemet,Riverside,27214.093960000002
917,92546,Hemet,Riverside,27214.093960000002
918,92548,Homeland,Riverside,
919,92549,Idyllwild,Riverside,
920,92551,Moreno Valley,Riverside,47241.06796
921,92552,Moreno Valley,Riverside,47241.06796
922,92553,Moreno Valley,Riverside,47241.06796
923,92554,Moreno Valley,Riverside,47241.06796
924,92555,Moreno Valley,Riverside,47241.06796
925,92556,Moreno Valley,Riverside,47241.06796
926,92557,Moreno Valley,Riverside,47241.06796
927,92561,Mountain Center,Riverside,
928,92562,Murrieta,Riverside,77082.73171000001
929,92563,Murrieta,Riverside,77082.73171000001
930,92564,Murrieta,Riverside,77082.73171000001
931,92567,Nuevo,Riverside,
932,92570,Perris,Riverside,56882.94737
933,92571,Perris,Riverside,56882.94737
934,92572,Perris,Riverside,56882.94737
935,92581,San Jacinto,Riverside,31574.14815
936,92582,San Jacinto,Riverside,31574.14815
937,92583,San Jacinto,Riverside,31574.14815
938,92584,Menifee,Riverside,49857.18062
939,92585,Sun City,Riverside,
940,92586,Sun City,Riverside,
941,92587,Sun City,Riverside,
942,92589,Temecula,Riverside,88412.28637
943,92590,Temecula,Riverside,88412.28637
944,92591,Temecula,Riverside,88412.28637
945,92592,Temecula,Riverside,88412.28637
946,92593,Temecula,Riverside,88412.28637
947,92595,Wildomar,Riverside,77082.73171000001
948,92596,Winchester,Riverside,
949,92599,Perris,Riverside,56882.94737
950,92602,Irvine,Orange,81227.86736
951,92603,Irvine,Orange,81227.86736
952,92604,Irvine,Orange,81227.86736
953,92605,Huntington Beach,Orange,67778.43677999999
954,92606,Irvine,Orange,81227.86736
955,92607,Laguna Niguel,Orange,94008.22767000001
956,92609,El Toro,Orange,
957,92610,Foothill Ranch,Orange,
958,92612,Irvine,Orange,81227.86736
959,92614,Irvine,Orange,81227.86736
960,92615,Huntington Beach,Orange,67778.43677999999
961,92616,Irvine,Orange,81227.86736
962,92617,Irvine,Orange,81227.86736
963,92618,Irvine,Orange,81227.86736
964,92619,Irvine,Orange,81227.86736
965,92620,Irvine,Orange,81227.86736
966,92623,Irvine,Orange,81227.86736
967,92624,Capistrano Beach,Orange,
968,92625,Corona Del Mar,Orange,
969,92626,Costa Mesa,Orange,54257.80952
970,92627,Costa Mesa,Orange,54257.80952
971,92628,Costa Mesa,Orange,54257.80952
972,92629,Dana Point,Orange,
973,92630,Lake Forest,Orange,81227.86736
974,92637,Laguna Woods,Orange,
975,92646,Huntington Beach,Orange,67778.43677999999
976,92647,Huntington Beach,Orange,67778.43677999999
977,92648,Huntington Beach,Orange,67778.43677999999
978,92649,Huntington Beach,Orange,67778.43677999999
979,92650,East Irvine,Orange,
980,92651,Laguna Beach,Orange,
981,92652,Laguna Beach,Orange,
982,92653,Laguna Hills,Orange,78408.44286
983,92654,Laguna Hills,Orange,78408.44286
984,92655,Midway City,Orange,
985,92656,Aliso Viejo,Orange,78408.44286
986,92657,Newport Coast,Orange,
987,92658,Newport Beach,Orange,78408.44286
988,92659,Newport Beach,Orange,78408.44286
989,92660,Newport Beach,Orange,78408.44286
990,92661,Newport Beach,Orange,78408.44286
991,92662,Newport Beach,Orange,78408.44286
992,92663,Newport Beach,Orange,78408.44286
993,92672,San Clemente,Orange,94008.22767000001
994,92673,San Clemente,Orange,94008.22767000001
995,92674,San Clemente,Orange,94008.22767000001
996,92675,San Juan Capistrano,Orange,94008.22767000001
997,92676,Silverado,Orange,81227.86736
998,92677,Laguna Niguel,Orange,94008.22767000001
999,92678,Trabuco Canyon,Orange,
1000,92679,Trabuco Canyon,Orange,
1001,92683,Westminster,Orange,51594.96815
1002,92684,Westminster,Orange,51594.96815
1003,92685,Westminster,Orange,51594.96815
1004,92688,Rancho Santa Margarita,Orange,150529.4022
1005,92690,Mission Viejo,Orange,93953.62077000001
1006,92691,Mission Viejo,Orange,93953.62077000001
1007,92692,Mission Viejo,Orange,93953.62077000001
1008,92693,San Juan Capistrano,Orange,94008.22767000001
1009,92694,Ladera Ranch,Orange,150529.4022
1010,92697,Irvine,Orange,81227.86736
1011,92698,Aliso Viejo,Orange,78408.44286
1012,92701,Santa Ana,Orange,41596.18
1013,92702,Santa Ana,Orange,41596.18
1014,92703,Santa Ana,Orange,41596.18
1015,92704,Santa Ana,Orange,41596.18
1016,92705,Santa Ana,Orange,41596.18
1017,92706,Santa Ana,Orange,41596.18
1018,92707,Santa Ana,Orange,41596.18
1019,92708,Fountain Valley,Orange,54257.80952
1020,92709,Irvine,Orange,81227.86736
1021,92710,Irvine,Orange,81227.86736
1022,92711,Santa Ana,Orange,41596.18
1023,92712,Santa Ana,Orange,41596.18
1024,92725,Santa Ana,Orange,41596.18
1025,92728,Fountain Valley,Orange,54257.80952
1026,92735,Santa Ana,Orange,41596.18
1027,92780,Tustin,Orange,
1028,92781,Tustin,Orange,
1029,92782,Tustin,Orange,
1030,92799,Santa Ana,Orange,41596.18
1031,92801,Anaheim,Orange,43649.56395
1032,92802,Anaheim,Orange,43649.56395
1033,92803,Anaheim,Orange,43649.56395
1034,92804,Anaheim,Orange,43649.56395
1035,92805,Anaheim,Orange,43649.56395
1036,92806,Anaheim,Orange,43649.56395
1037,92807,Anaheim,Orange,43649.56395
1038,92808,Anaheim,Orange,43649.56395
1039,92809,Anaheim,Orange,43649.56395
1040,92811,Atwood,Orange,
1041,92812,Anaheim,Orange,43649.56395
1042,92814,Anaheim,Orange,43649.56395
1043,92815,Anaheim,Orange,43649.56395
1044,92816,Anaheim,Orange,43649.56395
1045,92817,Anaheim,Orange,43649.56395
1046,92821,Brea,Orange,82512.73457999999
1047,92822,Brea,Orange,82512.73457999999
1048,92823,Brea,Orange,82512.73457999999
1049,92825,Anaheim,Orange,43649.56395
1050,92831,Fullerton,Orange,57276.18135
1051,92832,Fullerton,Orange,57276.18135
1052,92833,Fullerton,Orange,57276.18135
1053,92834,Fullerton,Orange,57276.18135
1054,92835,Fullerton,Orange,57276.18135
1055,92836,Fullerton,Orange,57276.18135
1056,92837,Fullerton,Orange,57276.18135
1057,92838,Fullerton,Orange,57276.18135
1058,92840,Garden Grove,Orange,46279.445439999996
1059,92841,Garden Grove,Orange,46279.445439999996
1060,92842,Garden Grove,Orange,46279.445439999996
1061,92843,Garden Grove,Orange,46279.445439999996
1062,92844,Garden Grove,Orange,46279.445439999996
1063,92845,Garden Grove,Orange,46279.445439999996
1064,92846,Garden Grove,Orange,46279.445439999996
1065,92850,Anaheim,Orange,43649.56395
1066,92856,Orange,Orange,80757.62922999999
1067,92857,Orange,Orange,80757.62922999999
1068,92859,Orange,Orange,80757.62922999999
1069,92860,Norco,Riverside,60326.804639999995
1070,92861,Villa Park,Orange,80757.62922999999
1071,92862,Orange,Orange,80757.62922999999
1072,92863,Orange,Orange,80757.62922999999
1073,92864,Orange,Orange,80757.62922999999
1074,92865,Orange,Orange,80757.62922999999
1075,92866,Orange,Orange,80757.62922999999
1076,92867,Orange,Orange,80757.62922999999
1077,92868,Orange,Orange,80757.62922999999
1078,92869,Orange,Orange,80757.62922999999
1079,92870,Placentia,Orange,57276.18135
1080,92871,Placentia,Orange,57276.18135
1081,92877,Corona,Riverside,60326.804639999995
1082,92878,Corona,Riverside,60326.804639999995
1083,92879,Corona,Riverside,60326.804639999995
1084,92880,Corona,Riverside,60326.804639999995
1085,92881,Corona,Riverside,60326.804639999995
1086,92882,Corona,Riverside,60326.804639999995
1087,92883,Corona,Riverside,60326.804639999995
1088,92885,Yorba Linda,Orange,82512.73457999999
1089,92886,Yorba Linda,Orange,82512.73457999999
1090,92887,Yorba Linda,Orange,82512.73457999999
1091,92899,Anaheim,Orange,43649.56395
1092,93001,Ventura,Ventura,43424.07678
1093,93002,Ventura,Ventura,43424.07678
1094,93003,Ventura,Ventura,43424.07678
1095,93004,Ventura,Ventura,43424.07678
1096,93005,Ventura,Ventura,43424.07678
1097,93006,Ventura,Ventura,43424.07678
1098,93007,Ventura,Ventura,43424.07678
1099,93009,Ventura,Ventura,43424.07678
1100,93010,Camarillo,Ventura,78198.21086
1101,93011,Camarillo,Ventura,78198.21086
1102,93012,Camarillo,Ventura,78198.21086
1105,93015,Fillmore,Ventura,44334.57198
1106,93016,Fillmore,Ventura,44334.57198
1107,93020,Moorpark,Ventura,78198.21086
1108,93021,Moorpark,Ventura,78198.21086
1109,93022,Oak View,Ventura,
1110,93023,Ojai,Ventura,44334.57198
1111,93024,Ojai,Ventura,44334.57198
1112,93030,Oxnard,Ventura,41539.152819999996
1113,93031,Oxnard,Ventura,41539.152819999996
1114,93032,Oxnard,Ventura,41539.152819999996
1115,93033,Oxnard,Ventura,41539.152819999996
1116,93034,Oxnard,Ventura,41539.152819999996
1117,93035,Oxnard,Ventura,41539.152819999996
1118,93036,Oxnard,Ventura,41539.152819999996
1119,93040,Piru,Ventura,
1120,93041,Port Hueneme,Ventura,41539.152819999996
1121,93042,Point Mugu Nawc,Ventura,
1122,93043,Port Hueneme Cbc Base,Ventura,
1123,93044,Port Hueneme,Ventura,41539.152819999996
1124,93060,Santa Paula,Ventura,44334.57198
1125,93061,Santa Paula,Ventura,44334.57198
1126,93062,Simi Valley,Ventura,73231.89409
1127,93063,Simi Valley,Ventura,73231.89409
1128,93064,Brandeis,Ventura,
1129,93065,Simi Valley,Ventura,73231.89409
1130,93066,Somis,Ventura,
1132,93093,Simi Valley,Ventura,73231.89409
1133,93094,Simi Valley,Ventura,73231.89409
1134,93099,Simi Valley,Ventura,73231.89409
1309,93510,Acton,Los Angeles,
1327,93532,Lake Hughes,Los Angeles,
1328,93534,Lancaster,Los Angeles,22064.93431
1329,93535,Lancaster,Los Angeles,22064.93431
1330,93536,Lancaster,Los Angeles,22064.93431
1331,93539,Lancaster,Los Angeles,22064.93431
1334,93543,Littlerock,Los Angeles,
1335,93544,Llano,Los Angeles,
1339,93550,Palmdale,Los Angeles,50508.47866
1340,93551,Palmdale,Los Angeles,50508.47866
1341,93552,Palmdale,Los Angeles,50508.47866
1342,93553,Pearblossom,Los Angeles,
1350,93563,Valyermo,Los Angeles,
1352,93584,Lancaster,Los Angeles,22064.93431
1353,93586,Lancaster,Los Angeles,22064.93431
1354,93590,Palmdale,Los Angeles,50508.47866
1355,93591,Palmdale,Los Angeles,50508.47866
1358,93599,Palmdale,Los Angeles,50508.47866
